purpose,origin_id,destination_id,origin_lon,origin_lat,destination_lon,destination_lat,origin_pop,destination_jobs,destination_category,destination_name,distance_m,trips
home_to_work,O_00081,D_00204,118.67531933,24.86297258,118.62414069,24.88434542,4881.00,20180.72,education,黎明职业大学,5683.07,77.9535
home_to_work,O_00081,D_00214,118.67531933,24.86297258,118.67446360,24.88483345,4881.00,5716.57,commercial_office,,2418.05,65.5686
home_to_work,O_00081,D_00056,118.67531933,24.86297258,118.67136043,24.87699717,4881.00,4284.56,commercial_office,泉州市人民政府,1601.01,64.5274
home_to_work,O_00081,D_00115,118.67531933,24.86297258,118.68329907,24.88193913,4881.00,4977.88,industry,后渚港,2246.12,60.4635
home_to_work,O_00082,D_00108,118.67452637,24.86521025,118.66633520,24.87291497,4899.00,49778.48,education,泉州师范学院,1187.33,800.0705
home_to_work,O_00082,D_00662,118.67452637,24.86521025,118.67346315,24.87382905,4899.00,41918.35,commercial_office,,958.75,727.0783
home_to_work,O_00082,D_00114,118.67452637,24.86521025,118.65362735,24.87613105,4899.00,11347.32,healthcare,福建医科大学附属第二医院东海分院,2431.55,120.4651
home_to_work,O_00082,D_00113,118.67452637,24.86521025,118.65411906,24.87995061,4899.00,12051.56,education,泉州幼儿师范高等专科学校,2627.31,119.8592
home_to_work,O_00082,D_00962,118.67452637,24.86521025,118.62939622,24.85424563,4899.00,17148.53,healthcare,,4716.76,84.9919
home_to_work,O_00082,D_00185,118.67452637,24.86521025,118.67587649,24.87623149,4899.00,5273.13,education,福建省泉州第一中学（东海校区）,1225.89,83.6706
home_to_work,O_00082,D_00204,118.67452637,24.86521025,118.62414069,24.88434542,4899.00,20180.72,education,黎明职业大学,5510.70,76.7630
home_to_work,O_00082,D_00214,118.67452637,24.86521025,118.67446360,24.88483345,4899.00,5716.57,commercial_office,,2169.16,66.2352
home_to_work,O_00082,D_00056,118.67452637,24.86521025,118.67136043,24.87699717,4899.00,4284.56,commercial_office,泉州市人民政府,1341.59,65.4127
home_to_work,O_00082,D_00115,118.67452637,24.86521025,118.68329907,24.88193913,4899.00,4977.88,industry,后渚港,2050.50,60.0033
home_to_work,O_00083,D_00108,118.67594925,24.86145625,118.66633520,24.87291497,4934.00,49778.48,education,泉州师范学院,1596.01,801.2885
home_to_work,O_00083,D_00662,118.67594925,24.86145625,118.67346315,24.87382905,4934.00,41918.35,commercial_office,,1390.55,722.5960
home_to_work,O_00083,D_00114,118.67594925,24.86145625,118.65362735,24.87613105,4934.00,11347.32,healthcare,福建医科大学附属第二医院东海分院,2777.40,123.2017
home_to_work,O_00083,D_00113,118.67594925,24.86145625,118.65411906,24.87995061,4934.00,12051.56,education,泉州幼儿师范高等专科学校,3006.73,121.2183
home_to_work,O_00083,D_00962,118.67594925,24.86145625,118.62939622,24.85424563,4934.00,17148.53,healthcare,,4769.24,95.8523
home_to_work,O_00083,D_00185,118.67594925,24.86145625,118.67587649,24.87623149,4934.00,5273.13,education,福建省泉州第一中学（东海校区）,1633.27,83.8343
home_to_work,O_00083,D_00204,118.67594925,24.86145625,118.62414069,24.88434542,4934.00,20180.72,education,黎明职业大学,5812.01,79.6812
home_to_work,O_00083,D_00214,118.67594925,24.86145625,118.67446360,24.88483345,4934.00,5716.57,commercial_office,,2588.47,66.1013
home_to_work,O_00083,D_00056,118.67594925,24.86145625,118.67136043,24.87699717,4934.00,4284.56,commercial_office,泉州市人民政府,1779.31,64.8810
home_to_work,O_00083,D_00115,118.67594925,24.86145625,118.68329907,24.88193913,4934.00,4977.88,industry,后渚港,2382.75,61.6453
home_to_work,O_00084,D_00108,118.67392598,24.86615365,118.66633520,24.87291497,5027.00,49778.48,education,泉州师范学院,1070.68,823.7610
home_to_work,O_00084,D_00662,118.67392598,24.86615365,118.67346315,24.87382905,5027.00,41918.35,commercial_office,,849.72,746.7062
home_to_work,O_00084,D_00114,118.67392598,24.86615365,118.65362735,24.87613105,5027.00,11347.32,healthcare,福建医科大学附属第二医院东海分院,2327.92,123.4948
home_to_work,O_00084,D_00113,118.67392598,24.86615365,118.65411906,24.87995061,5027.00,12051.56,education,泉州幼儿师范高等专科学校,2515.45,123.2111
home_to_work,O_00084,D_00185,118.67392598,24.86615365,118.67587649,24.87623149,5027.00,5273.13,education,福建省泉州第一中学（东海校区）,1131.29,85.5173
home_to_work,O_00084,D_00962,118.67392598,24.86615365,118.62939622,24.85424563,5027.00,17148.53,healthcare,,4686.37,85.0278
home_to_work,O_00084,D_00204,118.67392598,24.86615365,118.62414069,24.88434542,5027.00,20180.72,education,黎明职业大学,5415.16,78.4817
home_to_work,O_00084,D_00214,118.67392598,24.86615365,118.67446360,24.88483345,5027.00,5716.57,commercial_office,,2065.58,67.8998
home_to_work,O_00084,D_00056,118.67392598,24.86615365,118.67136043,24.87699717,5027.00,4284.56,commercial_office,泉州市人民政府,1226.33,67.3182
home_to_work,O_00084,D_00115,118.67392598,24.86615365,118.68329907,24.88193913,5027.00,4977.88,industry,后渚港,1985.16,60.7322
home_to_work,O_00085,D_00108,118.67641957,24.86291483,118.66633520,24.87291497,4748.00,49778.48,education,泉州师范学院,1503.10,767.7490
home_to_work,O_00085,D_00662,118.67641957,24.86291483,118.67346315,24.87382905,4748.00,41918.35,commercial_office,,1242.86,705.1070
home_to_work,O_00085,D_00114,118.67641957,24.86291483,118.65362735,24.87613105,4748.00,11347.32,healthcare,福建医科大学附属第二医院东海分院,2726.40,116.4072
home_to_work,O_00085,D_00113,118.67641957,24.86291483,118.65411906,24.87995061,4748.00,12051.56,education,泉州幼儿师范高等专科学校,2935.79,115.2970
home_to_work,O_00085,D_00962,118.67641957,24.86291483,118.62939622,24.85424563,4748.00,17148.53,healthcare,,4845.35,86.8088
home_to_work,O_00085,D_00185,118.67641957,24.86291483,118.67587649,24.87623149,4748.00,5273.13,education,福建省泉州第一中学（东海校区）,1473.05,82.1479
home_to_work,O_00085,D_00204,118.67641957,24.86291483,118.62414069,24.88434542,4748.00,20180.72,education,黎明职业大学,5786.93,74.6390
home_to_work,O_00085,D_00214,118.67641957,24.86291483,118.67446360,24.88483345,4748.00,5716.57,commercial_office,,2430.92,64.7137
home_to_work,O_00085,D_00056,118.67641957,24.86291483,118.67136043,24.87699717,4748.00,4284.56,commercial_office,泉州市人民政府,1638.38,63.1684
home_to_work,O_00085,D_00115,118.67641957,24.86291483,118.68329907,24.88193913,4748.00,4977.88,industry,后渚港,2214.75,60.5619
home_to_work,O_00086,D_00321,118.57956103,24.91097682,118.57454498,24.91593636,4881.00,12593.06,commercial_office,源和1916创意产业园,746.34,526.0788
home_to_work,O_00086,D_00301,118.57956103,24.91097682,118.57828777,24.94580309,4881.00,27053.76,education,,3851.84,401.4019
home_to_work,O_00086,D_00300,118.57956103,24.91097682,118.59383305,24.94227651,4881.00,15831.81,healthcare,910医院,3747.86,243.1837
home_to_work,O_00086,D_00272,118.57956103,24.91097682,118.58039623,24.92136955,4881.00,5705.79,commercial_office,开元盛世广场,1151.90,208.2207
home_to_work,O_00086,D_00149,118.57956103,24.91097682,118.63935618,24.93989925,4881.00,36219.49,education,华侨大学,6830.77,199.0900
home_to_work,O_00086,D_00204,118.57956103,24.91097682,118.62414069,24.88434542,4881.00,20180.72,education,黎明职业大学,5378.54,180.0016
home_to_work,O_00086,D_00674,118.57956103,24.91097682,118.59354838,24.91596427,4881.00,4099.66,healthcare,泉州市第一医院,1515.98,132.5105
home_to_work,O_00086,D_00108,118.57956103,24.91097682,118.66633520,24.87291497,4881.00,49778.48,education,泉州师范学院,9720.11,104.4418
home_to_work,O_00086,D_00981,118.57956103,24.91097682,118.58126170,24.91169929,4881.00,2013.93,commercial_office,泉州工艺美术合作社,189.37,101.2964
home_to_work,O_00086,D_00273,118.57956103,24.91097682,118.58003241,24.91950448,4881.00,2562.40,education,泉州市培元中学,943.85,100.2246
home_to_work,O_00087,D_00321,118.57883878,24.91145978,118.57454498,24.91593636,4844.00,12593.06,commercial_office,源和1916创意产业园,657.87,534.2026
home_to_work,O_00087,D_00301,118.57883878,24.91145978,118.57828777,24.94580309,4844.00,27053.76,education,,3796.72,403.0954
home_to_work,O_00087,D_00300,118.57883878,24.91145978,118.59383305,24.94227651,4844.00,15831.81,healthcare,910医院,3727.64,241.3850
home_to_work,O_00087,D_00272,118.57883878,24.91145978,118.58039623,24.92136955,4844.00,5705.79,commercial_office,开元盛世广场,1106.65,208.4120
home_to_work,O_00087,D_00149,118.57883878,24.91145978,118.63935618,24.93989925,4844.00,36219.49,education,华侨大学,6870.69,193.6954
home_to_work,O_00087,D_00204,118.57883878,24.91145978,118.62414069,24.88434542,4844.00,20180.72,education,黎明职业大学,5468.79,172.2106
home_to_work,O_00087,D_00674,118.57883878,24.91145978,118.59354838,24.91596427,4844.00,4099.66,healthcare,泉州市第一医院,1566.35,128.4717
home_to_work,O_00087,D_00273,118.57883878,24.91145978,118.58003241,24.91950448,4844.00,2562.40,education,泉州市培元中学,897.39,100.3571
home_to_work,O_00087,D_00108,118.57883878,24.91145978,118.66633520,24.87291497,4844.00,49778.48,education,泉州师范学院,9808.96,99.9678
home_to_work,O_00087,D_00981,118.57883878,24.91145978,118.58126170,24.91169929,4844.00,2013.93,commercial_office,泉州工艺美术合作社,246.05,98.0024
home_to_work,O_00088,D_00301,118.58819096,24.92235079,118.57828777,24.94580309,4878.00,27053.76,education,,2778.48,488.3195
home_to_work,O_00088,D_00321,118.58819096,24.92235079,118.57454498,24.91593636,4878.00,12593.06,commercial_office,源和1916创意产业园,1549.41,342.4004
home_to_work,O_00088,D_00300,118.58819096,24.92235079,118.59383305,24.94227651,4878.00,15831.81,healthcare,910医院,2275.03,337.9782
home_to_work,O_00088,D_00149,118.58819096,24.92235079,118.63935618,24.93989925,4878.00,36219.49,education,华侨大学,5517.21,262.3898
home_to_work,O_00088,D_00272,118.58819096,24.92235079,118.58039623,24.92136955,4878.00,5705.79,commercial_office,开元盛世广场,794.35,199.5376
home_to_work,O_00088,D_00204,118.58819096,24.92235079,118.62414069,24.88434542,4878.00,20180.72,education,黎明职业大学,5552.02,144.5113
home_to_work,O_00088,D_00674,118.58819096,24.92235079,118.59354838,24.91596427,4878.00,4099.66,healthcare,泉州市第一医院,889.34,138.9012
home_to_work,O_00088,D_00047,118.58819096,24.92235079,118.59175940,24.92535593,4878.00,2622.24,education,泉州市第一中学,490.02,101.4934
home_to_work,O_00088,D_00108,118.58819096,24.92235079,118.66633520,24.87291497,4878.00,49778.48,education,泉州师范学院,9598.07,92.5299
home_to_work,O_00088,D_00273,118.58819096,24.92235079,118.58003241,24.91950448,4878.00,2562.40,education,泉州市培元中学,881.70,87.0386
home_to_work,O_00089,D_00301,118.58825129,24.92161413,118.57828777,24.94580309,4901.00,27053.76,education,,2856.75,480.8510
home_to_work,O_00089,D_00321,118.58825129,24.92161413,118.57454498,24.91593636,4901.00,12593.06,commercial_office,源和1916创意产业园,1519.43,349.5520
home_to_work,O_00089,D_00300,118.58825129,24.92161413,118.59383305,24.94227651,4901.00,15831.81,healthcare,910医院,2352.49,332.8986
home_to_work,O_00089,D_00149,118.58825129,24.92161413,118.63935618,24.93989925,4901.00,36219.49,education,华侨大学,5540.71,263.1371
home_to_work,O_00089,D_00272,118.58825129,24.92161413,118.58039623,24.92136955,4901.00,5705.79,commercial_office,开元盛世广场,793.46,201.7390
home_to_work,O_00089,D_00204,118.58825129,24.92161413,118.62414069,24.88434542,4901.00,20180.72,education,黎明职业大学,5486.65,149.2805
home_to_work,O_00089,D_00674,118.58825129,24.92161413,118.59354838,24.91596427,4901.00,4099.66,healthcare,泉州市第一医院,822.21,143.5690
home_to_work,O_00089,D_00047,118.58825129,24.92161413,118.59175940,24.92535593,4901.00,2622.24,education,泉州市第一中学,544.52,100.7361
home_to_work,O_00089,D_00108,118.58825129,24.92161413,118.66633520,24.87291497,4901.00,49778.48,education,泉州师范学院,9546.93,95.1310
home_to_work,O_00089,D_00273,118.58825129,24.92161413,118.58003241,24.91950448,4901.00,2562.40,education,泉州市培元中学,861.89,88.5556
home_to_work,O_00090,D_00301,118.58835695,24.92159292,118.57828777,24.94580309,4948.00,27053.76,education,,2862.71,484.6733
home_to_work,O_00090,D_00321,118.58835695,24.92159292,118.57454498,24.91593636,4948.00,12593.06,commercial_office,源和1916创意产业园,1528.19,352.0022
home_to_work,O_00090,D_00300,118.58835695,24.92159292,118.59383305,24.94227651,4948.00,15831.81,healthcare,910医院,2352.24,336.2410
home_to_work,O_00090,D_00149,118.58835695,24.92159292,118.63935618,24.93989925,4948.00,36219.49,education,华侨大学,5531.64,266.5615
home_to_work,O_00090,D_00272,118.58835695,24.92159292,118.58039623,24.92136955,4948.00,5705.79,commercial_office,开元盛世广场,804.05,203.0296
home_to_work,O_00090,D_00204,118.58835695,24.92159292,118.62414069,24.88434542,4948.00,20180.72,education,黎明职业大学,5477.85,151.2095
home_to_work,O_00090,D_00674,118.58835695,24.92159292,118.59354838,24.91596427,4948.00,4099.66,healthcare,泉州市第一医院,813.52,145.4189
home_to_work,O_00090,D_00047,118.58835695,24.92159292,118.59175940,24.92535593,4948.00,2622.24,education,泉州市第一中学,539.45,101.9110
home_to_work,O_00090,D_00108,118.58835695,24.92159292,118.66633520,24.87291497,4948.00,49778.48,education,泉州师范学院,9536.80,96.4030
home_to_work,O_00090,D_00273,118.58835695,24.92159292,118.58003241,24.91950448,4948.00,2562.40,education,泉州市培元中学,871.54,89.1499
home_to_work,O_00091,D_00301,118.58680045,24.92319237,118.57828777,24.94580309,4959.00,27053.76,education,,2642.98,515.4699
home_to_work,O_00091,D_00321,118.58680045,24.92319237,118.57454498,24.91593636,4959.00,12593.06,commercial_office,源和1916创意产业园,1474.50,354.2108
home_to_work,O_00091,D_00300,118.58680045,24.92319237,118.59383305,24.94227651,4959.00,15831.81,healthcare,910医院,2225.81,346.6558
home_to_work,O_00091,D_00149,118.58680045,24.92319237,118.63935618,24.93989925,4959.00,36219.49,education,华侨大学,5617.55,256.0383
home_to_work,O_00091,D_00272,118.58680045,24.92319237,118.58039623,24.92136955,4959.00,5705.79,commercial_office,开元盛世广场,677.20,209.3472
home_to_work,O_00091,D_00204,118.58680045,24.92319237,118.62414069,24.88434542,4959.00,20180.72,education,黎明职业大学,5714.38,138.1281
home_to_work,O_00091,D_00674,118.58680045,24.92319237,118.59354838,24.91596427,4959.00,4099.66,healthcare,泉州市第一医院,1049.99,132.8410
home_to_work,O_00091,D_00047,118.58680045,24.92319237,118.59175940,24.92535593,4959.00,2622.24,education,泉州市第一中学,554.81,100.2172
home_to_work,O_00091,D_00273,118.58680045,24.92319237,118.58003241,24.91950448,4959.00,2562.40,education,泉州市培元中学,795.64,90.3761
home_to_work,O_00091,D_00108,118.58680045,24.92319237,118.66633520,24.87291497,4959.00,49778.48,education,泉州师范学院,9766.44,88.2656
home_to_work,O_00092,D_00108,118.67453007,24.86074845,118.66633520,24.87291497,4776.00,49778.48,education,泉州师范学院,1579.17,781.6484
home_to_work,O_00092,D_00662,118.67453007,24.86074845,118.67346315,24.87382905,4776.00,41918.35,commercial_office,,1449.94,687.1978
home_to_work,O_00092,D_00114,118.67453007,24.86074845,118.65362735,24.87613105,4776.00,11347.32,healthcare,福建医科大学附属第二医院东海分院,2710.76,122.1936
home_to_work,O_00092,D_00113,118.67453007,24.86074845,118.65411906,24.87995061,4776.00,12051.56,education,泉州幼儿师范高等专科学校,2958.88,119.4755
home_to_work,O_00092,D_00962,118.67453007,24.86074845,118.62939622,24.85424563,4776.00,17148.53,healthcare,,4615.15,97.8798
home_to_work,O_00092,D_00204,118.67453007,24.86074845,118.62414069,24.88434542,4776.00,20180.72,education,黎明职业大学,5718.59,79.7377
home_to_work,O_00092,D_00185,118.67453007,24.86074845,118.67587649,24.87623149,4776.00,5273.13,education,福建省泉州第一中学（东海校区）,1716.89,79.0863
home_to_work,O_00092,D_00214,118.67453007,24.86074845,118.67446360,24.88483345,4776.00,5716.57,commercial_office,,2662.36,62.5600
home_to_work,O_00092,D_00056,118.67453007,24.86074845,118.67136043,24.87699717,4776.00,4284.56,commercial_office,泉州市人民政府,1824.44,61.9968
home_to_work,O_00092,D_00115,118.67453007,24.86074845,118.68329907,24.88193913,4776.00,4977.88,industry,后渚港,2504.25,57.4242
home_to_work,O_00093,D_00108,118.67492390,24.86091340,118.66633520,24.87291497,4755.00,49778.48,education,泉州师范学院,1585.08,776.6505
home_to_work,O_00093,D_00662,118.67492390,24.86091340,118.67346315,24.87382905,4755.00,41918.35,commercial_office,,1435.30,687.4981
home_to_work,O_00093,D_00114,118.67492390,24.86091340,118.65362735,24.87613105,4755.00,11347.32,healthcare,福建医科大学附属第二医院东海分院,2730.58,120.8509
home_to_work,O_00093,D_00113,118.67492390,24.86091340,118.65411906,24.87995061,4755.00,12051.56,education,泉州幼儿师范高等专科学校,2973.80,118.3559
home_to_work,O_00093,D_00962,118.67492390,24.86091340,118.62939622,24.85424563,4755.00,17148.53,healthcare,,4657.30,96.0864
home_to_work,O_00093,D_00185,118.67492390,24.86091340,118.67587649,24.87623149,4755.00,5273.13,education,福建省泉州第一中学（东海校区）,1695.99,79.2860
home_to_work,O_00093,D_00204,118.67492390,24.86091340,118.62414069,24.88434542,4755.00,20180.72,education,黎明职业大学,5745.77,78.6682
home_to_work,O_00093,D_00214,118.67492390,24.86091340,118.67446360,24.88483345,4755.00,5716.57,commercial_office,,2644.53,62.6540
home_to_work,O_00093,D_00056,118.67492390,24.86091340,118.67136043,24.87699717,4755.00,4284.56,commercial_office,泉州市人民政府,1813.96,61.9378
home_to_work,O_00093,D_00115,118.67492390,24.86091340,118.68329907,24.88193913,4755.00,4977.88,industry,后渚港,2473.32,57.7621
home_to_work,O_00094,D_00108,118.67530097,24.86111857,118.66633520,24.87291497,4888.00,49778.48,education,泉州师范学院,1587.56,796.7689
home_to_work,O_00094,D_00662,118.67530097,24.86111857,118.67346315,24.87382905,4888.00,41918.35,commercial_office,,1417.22,710.1554
home_to_work,O_00094,D_00114,118.67530097,24.86111857,118.65362735,24.87613105,4888.00,11347.32,healthcare,福建医科大学附属第二医院东海分院,2746.91,123.4099
home_to_work,O_00094,D_00113,118.67530097,24.86111857,118.65411906,24.87995061,4888.00,12051.56,education,泉州幼儿师范高等专科学校,2984.97,121.0705
home_to_work,O_00094,D_00962,118.67530097,24.86111857,118.62939622,24.85424563,4888.00,17148.53,healthcare,,4698.52,97.3106
home_to_work,O_00094,D_00185,118.67530097,24.86111857,118.67587649,24.87623149,4888.00,5273.13,education,福建省泉州第一中学（东海校区）,1671.59,82.0718
home_to_work,O_00094,D_00204,118.67530097,24.86111857,118.62414069,24.88434542,4888.00,20180.72,education,黎明职业大学,5769.66,80.1322
home_to_work,O_00094,D_00214,118.67530097,24.86111857,118.67446360,24.88483345,4888.00,5716.57,commercial_office,,2622.81,64.7976
home_to_work,O_00094,D_00056,118.67530097,24.86111857,118.67136043,24.87699717,4888.00,4284.56,commercial_office,泉州市人民政府,1799.78,63.8962
home_to_work,O_00094,D_00115,118.67530097,24.86111857,118.68329907,24.88193913,4888.00,4977.88,industry,后渚港,2439.14,59.9868
home_to_work,O_00095,D_00108,118.67441213,24.86116868,118.66633520,24.87291497,4868.00,49778.48,education,泉州师范学院,1533.43,797.4242
home_to_work,O_00095,D_00662,118.67441213,24.86116868,118.67346315,24.87382905,4868.00,41918.35,commercial_office,,1402.76,701.4049
home_to_work,O_00095,D_00114,118.67441213,24.86116868,118.65362735,24.87613105,4868.00,11347.32,healthcare,福建医科大学附属第二医院东海分院,2672.49,124.3496
home_to_work,O_00095,D_00113,118.67441213,24.86116868,118.65411906,24.87995061,4868.00,12051.56,education,泉州幼儿师范高等专科学校,2917.36,121.7158
home_to_work,O_00095,D_00962,118.67441213,24.86116868,118.62939622,24.85424563,4868.00,17148.53,healthcare,,4610.86,98.4852
home_to_work,O_00095,D_00204,118.67441213,24.86116868,118.62414069,24.88434542,4868.00,20180.72,education,黎明职业大学,5686.91,80.9668
home_to_work,O_00095,D_00185,118.67441213,24.86116868,118.67587649,24.87623149,4868.00,5273.13,education,福建省泉州第一中学（东海校区）,1671.60,80.6704
home_to_work,O_00095,D_00214,118.67441213,24.86116868,118.67446360,24.88483345,4868.00,5716.57,commercial_office,,2615.91,63.8379
home_to_work,O_00095,D_00056,118.67441213,24.86116868,118.67136043,24.87699717,4868.00,4284.56,commercial_office,泉州市人民政府,1776.62,63.2919
home_to_work,O_00095,D_00115,118.67441213,24.86116868,118.68329907,24.88193913,4868.00,4977.88,industry,后渚港,2465.17,58.4534
home_to_work,O_00096,D_00108,118.67503093,24.86158140,118.66633520,24.87291497,4807.00,49778.48,education,泉州师范学院,1529.99,784.7775
home_to_work,O_00096,D_00662,118.67503093,24.86158140,118.67346315,24.87382905,4807.00,41918.35,commercial_office,,1363.08,698.6696
home_to_work,O_00096,D_00114,118.67503093,24.86158140,118.65362735,24.87613105,4807.00,11347.32,healthcare,福建医科大学附属第二医院东海分院,2694.38,121.3490
home_to_work,O_00096,D_00113,118.67503093,24.86158140,118.65411906,24.87995061,4807.00,12051.56,education,泉州幼儿师范高等专科学校,2929.79,119.1535
home_to_work,O_00096,D_00962,118.67503093,24.86158140,118.62939622,24.85424563,4807.00,17148.53,healthcare,,4680.19,94.6008
home_to_work,O_00096,D_00185,118.67503093,24.86158140,118.67587649,24.87623149,4807.00,5273.13,education,福建省泉州第一中学（东海校区）,1621.67,80.6309
home_to_work,O_00096,D_00204,118.67503093,24.86158140,118.62414069,24.88434542,4807.00,20180.72,education,黎明职业大学,5722.56,78.6513
home_to_work,O_00096,D_00214,118.67503093,24.86158140,118.67446360,24.88483345,4807.00,5716.57,commercial_office,,2570.92,63.7017
home_to_work,O_00096,D_00056,118.67503093,24.86158140,118.67136043,24.87699717,4807.00,4284.56,commercial_office,泉州市人民政府,1743.92,62.8988
home_to_work,O_00096,D_00115,118.67503093,24.86158140,118.68329907,24.88193913,4807.00,4977.88,industry,后渚港,2400.28,58.7168
home_to_work,O_00097,D_00108,118.67416803,24.86163310,118.66633520,24.87291497,4821.00,49778.48,education,泉州师范学院,1476.86,791.0270
home_to_work,O_00097,D_00662,118.67416803,24.86163310,118.67346315,24.87382905,4821.00,41918.35,commercial_office,,1350.02,694.8891
home_to_work,O_00097,D_00114,118.67416803,24.86163310,118.65362735,24.87613105,4821.00,11347.32,healthcare,福建医科大学附属第二医院东海分院,2621.47,123.1239
home_to_work,O_00097,D_00113,118.67416803,24.86163310,118.65411906,24.87995061,4821.00,12051.56,education,泉州幼儿师范高等专科学校,2863.56,120.6277
home_to_work,O_00097,D_00962,118.67416803,24.86163310,118.62939622,24.85424563,4821.00,17148.53,healthcare,,4595.38,96.3660
home_to_work,O_00097,D_00204,118.67416803,24.86163310,118.62414069,24.88434542,4821.00,20180.72,education,黎明职业大学,5641.87,80.0090
home_to_work,O_00097,D_00185,118.67416803,24.86163310,118.67587649,24.87623149,4821.00,5273.13,education,福建省泉州第一中学（东海校区）,1622.91,79.8133
home_to_work,O_00097,D_00214,118.67416803,24.86163310,118.67446360,24.88483345,4821.00,5716.57,commercial_office,,2564.74,63.2118
home_to_work,O_00097,D_00056,118.67416803,24.86163310,118.67136043,24.87699717,4821.00,4284.56,commercial_office,泉州市人民政府,1721.85,62.7464
home_to_work,O_00097,D_00115,118.67416803,24.86163310,118.68329907,24.88193913,4821.00,4977.88,industry,后渚港,2426.68,57.6358
home_to_work,O_00098,D_00108,118.67475540,24.86210902,118.66633520,24.87291497,4786.00,49778.48,education,泉州师范学院,1466.30,782.6261
home_to_work,O_00098,D_00662,118.67475540,24.86210902,118.67346315,24.87382905,4786.00,41918.35,commercial_office,,1302.09,696.1276
home_to_work,O_00098,D_00114,118.67475540,24.86210902,118.65362735,24.87613105,4786.00,11347.32,healthcare,福建医科大学附属第二医院东海分院,2637.41,120.7455
home_to_work,O_00098,D_00113,118.67475540,24.86210902,118.65411906,24.87995061,4786.00,12051.56,education,泉州幼儿师范高等专科学校,2869.40,118.6962
home_to_work,O_00098,D_00962,118.67475540,24.86210902,118.62939622,24.85424563,4786.00,17148.53,healthcare,,4663.29,92.8812
home_to_work,O_00098,D_00185,118.67475540,24.86210902,118.67587649,24.87623149,4786.00,5273.13,education,福建省泉州第一中学（东海校区）,1565.20,80.2166
home_to_work,O_00098,D_00204,118.67475540,24.86210902,118.62414069,24.88434542,4786.00,20180.72,education,黎明职业大学,5672.05,78.0917
home_to_work,O_00098,D_00214,118.67475540,24.86210902,118.67446360,24.88483345,4786.00,5716.57,commercial_office,,2512.13,63.4233
home_to_work,O_00098,D_00056,118.67475540,24.86210902,118.67136043,24.87699717,4786.00,4284.56,commercial_office,泉州市人民政府,1681.08,62.7085
home_to_work,O_00098,D_00115,118.67475540,24.86210902,118.68329907,24.88193913,4786.00,4977.88,industry,后渚港,2355.74,58.1833
home_to_work,O_00099,D_00108,118.67390413,24.86207455,118.66633520,24.87291497,4778.00,49778.48,education,泉州师范学院,1421.38,785.3957
home_to_work,O_00099,D_00662,118.67390413,24.86207455,118.67346315,24.87382905,4778.00,41918.35,commercial_office,,1300.10,688.6631
home_to_work,O_00099,D_00114,118.67390413,24.86207455,118.65362735,24.87613105,4778.00,11347.32,healthcare,福建医科大学附属第二医院东海分院,2570.64,122.0581
home_to_work,O_00099,D_00113,118.67390413,24.86207455,118.65411906,24.87995061,4778.00,12051.56,education,泉州幼儿师范高等专科学校,2810.25,119.6824
home_to_work,O_00099,D_00962,118.67390413,24.86207455,118.62939622,24.85424563,4778.00,17148.53,healthcare,,4578.12,94.4688
home_to_work,O_00099,D_00204,118.67390413,24.86207455,118.62414069,24.88434542,4778.00,20180.72,education,黎明职业大学,5596.37,79.1756
home_to_work,O_00099,D_00185,118.67390413,24.86207455,118.67587649,24.87623149,4778.00,5273.13,education,福建省泉州第一中学（东海校区）,1577.54,78.9785
home_to_work,O_00099,D_00214,118.67390413,24.86207455,118.67446360,24.88483345,4778.00,5716.57,commercial_office,,2516.40,62.6125
home_to_work,O_00099,D_00056,118.67390413,24.86207455,118.67136043,24.87699717,4778.00,4284.56,commercial_office,泉州市人民政府,1669.43,62.2362
home_to_work,O_00099,D_00115,118.67390413,24.86207455,118.68329907,24.88193913,4778.00,4977.88,industry,后渚港,2392.07,56.8290
home_to_work,O_00100,D_00108,118.67432735,24.86257395,118.66633520,24.87291497,4866.00,49778.48,education,泉州师范学院,1399.37,797.8491
home_to_work,O_00100,D_00662,118.67432735,24.86257395,118.67346315,24.87382905,4866.00,41918.35,commercial_office,,1247.20,706.8261
home_to_work,O_00100,D_00114,118.67432735,24.86257395,118.65362735,24.87613105,4866.00,11347.32,healthcare,福建医科大学附属第二医院东海分院,2572.27,123.0204
home_to_work,O_00100,D_00113,118.67432735,24.86257395,118.65411906,24.87995061,4866.00,12051.56,education,泉州幼儿师范高等专科学校,2802.68,120.9964
home_to_work,O_00100,D_00962,118.67432735,24.86257395,118.62939622,24.85424563,4866.00,17148.53,healthcare,,4630.75,93.6085
home_to_work,O_00100,D_00185,118.67432735,24.86257395,118.67587649,24.87623149,4866.00,5273.13,education,福建省泉州第一中学（东海校区）,1517.79,81.2465
home_to_work,O_00100,D_00204,118.67432735,24.86257395,118.62414069,24.88434542,4866.00,20180.72,education,黎明职业大学,5610.88,79.4580
home_to_work,O_00100,D_00214,118.67432735,24.86257395,118.67446360,24.88483345,4866.00,5716.57,commercial_office,,2460.60,64.3258
home_to_work,O_00100,D_00056,118.67432735,24.86257395,118.67136043,24.87699717,4866.00,4284.56,commercial_office,泉州市人民政府,1622.26,63.7556
home_to_work,O_00100,D_00115,118.67432735,24.86257395,118.68329907,24.88193913,4866.00,4977.88,industry,后渚港,2324.50,58.6135
