purpose,origin_id,destination_id,origin_lon,origin_lat,destination_lon,destination_lat,origin_pop,destination_jobs,destination_category,destination_name,distance_m,trips
home_to_work,O_00062,D_00113,118.67435547,24.86442145,118.65411906,24.87995061,4942.00,12051.56,education,泉州幼儿师范高等专科学校,2669.03,121.6837
home_to_work,O_00062,D_00962,118.67435547,24.86442145,118.62939622,24.85424563,4942.00,17148.53,healthcare,,4678.36,88.6207
home_to_work,O_00062,D_00185,118.67435547,24.86442145,118.67587649,24.87623149,4942.00,5273.13,education,福建省泉州第一中学（东海校区）,1314.49,83.6272
home_to_work,O_00062,D_00204,118.67435547,24.86442145,118.62414069,24.88434542,4942.00,20180.72,education,黎明职业大学,5528.93,78.5439
home_to_work,O_00062,D_00214,118.67435547,24.86442145,118.67446360,24.88483345,4942.00,5716.57,commercial_office,,2256.37,66.2313
home_to_work,O_00062,D_00056,118.67435547,24.86442145,118.67136043,24.87699717,4942.00,4284.56,commercial_office,泉州市人民政府,1422.65,65.5431
home_to_work,O_00062,D_00115,118.67435547,24.86442145,118.68329907,24.88193913,4942.00,4977.88,industry,后渚港,2136.71,60.0199
home_to_work,O_00063,D_00662,118.67843588,24.87138254,118.67346315,24.87382905,4819.00,41918.35,commercial_office,,570.40,769.9931
home_to_work,O_00063,D_00108,118.67843588,24.87138254,118.66633520,24.87291497,4819.00,49778.48,education,泉州师范学院,1233.79,732.9749
home_to_work,O_00063,D_00113,118.67843588,24.87138254,118.65411906,24.87995061,4819.00,12051.56,education,泉州幼儿师范高等专科学校,2632.11,111.3431
home_to_work,O_00063,D_00114,118.67843588,24.87138254,118.65362735,24.87613105,4819.00,11347.32,healthcare,福建医科大学附属第二医院东海分院,2559.89,107.3909
home_to_work,O_00063,D_00185,118.67843588,24.87138254,118.67587649,24.87623149,4819.00,5273.13,education,福建省泉州第一中学（东海校区）,595.07,96.0683
home_to_work,O_00063,D_00214,118.67843588,24.87138254,118.67446360,24.88483345,4819.00,5716.57,commercial_office,,1540.03,76.0065
home_to_work,O_00063,D_00115,118.67843588,24.87138254,118.68329907,24.88193913,4819.00,4977.88,industry,后渚港,1266.07,72.5136
home_to_work,O_00063,D_00056,118.67843588,24.87138254,118.67136043,24.87699717,4819.00,4284.56,commercial_office,泉州市人民政府,946.47,69.4300
home_to_work,O_00063,D_00204,118.67843588,24.87138254,118.62414069,24.88434542,4819.00,20180.72,education,黎明职业大学,5667.42,67.7876
home_to_work,O_00063,D_00962,118.67843588,24.87138254,118.62939622,24.85424563,4819.00,17148.53,healthcare,,5303.01,65.0421
home_to_work,O_00064,D_00108,118.67419987,24.86563775,118.66633520,24.87291497,4858.00,49778.48,education,泉州师范学院,1130.50,794.9563
home_to_work,O_00064,D_00662,118.67419987,24.86563775,118.67346315,24.87382905,4858.00,41918.35,commercial_office,,908.52,720.8432
home_to_work,O_00064,D_00114,118.67419987,24.86563775,118.65362735,24.87613105,4858.00,11347.32,healthcare,福建医科大学附属第二医院东海分院,2379.59,119.5007
home_to_work,O_00064,D_00113,118.67419987,24.86563775,118.65411906,24.87995061,4858.00,12051.56,education,泉州幼儿师范高等专科学校,2572.19,119.0251
home_to_work,O_00064,D_00962,118.67419987,24.86563775,118.62939622,24.85424563,4858.00,17148.53,healthcare,,4697.33,83.4020
home_to_work,O_00064,D_00185,118.67419987,24.86563775,118.67587649,24.87623149,4858.00,5273.13,education,福建省泉州第一中学（东海校区）,1183.21,82.7445
home_to_work,O_00064,D_00204,118.67419987,24.86563775,118.62414069,24.88434542,4858.00,20180.72,education,黎明职业大学,5462.19,76.0609
home_to_work,O_00064,D_00214,118.67419987,24.86563775,118.67446360,24.88483345,4858.00,5716.57,commercial_office,,2122.06,65.5985
home_to_work,O_00064,D_00056,118.67419987,24.86563775,118.67136043,24.87699717,4858.00,4284.56,commercial_office,泉州市人民政府,1288.00,64.9242
home_to_work,O_00064,D_00115,118.67419987,24.86563775,118.68329907,24.88193913,4858.00,4977.88,industry,后渚港,2022.75,59.0445
home_to_work,O_00065,D_00108,118.67348490,24.86592010,118.66633520,24.87291497,4945.00,49778.48,education,泉州师范学院,1057.96,814.2214
home_to_work,O_00065,D_00662,118.67348490,24.86592010,118.67346315,24.87382905,4945.00,41918.35,commercial_office,,874.26,728.9523
home_to_work,O_00065,D_00114,118.67348490,24.86592010,118.65362735,24.87613105,4945.00,11347.32,healthcare,福建医科大学附属第二医院东海分院,2301.34,122.6302
home_to_work,O_00065,D_00113,118.67348490,24.86592010,118.65411906,24.87995061,4945.00,12051.56,education,泉州幼儿师范高等专科学校,2496.14,122.0526
home_to_work,O_00065,D_00962,118.67348490,24.86592010,118.62939622,24.85424563,4945.00,17148.53,healthcare,,4636.39,85.0938
home_to_work,O_00065,D_00185,118.67348490,24.86592010,118.67587649,24.87623149,4945.00,5273.13,education,福建省泉州第一中学（东海校区）,1165.13,83.2252
home_to_work,O_00065,D_00204,118.67348490,24.86592010,118.62414069,24.88434542,4945.00,20180.72,education,黎明职业大学,5383.54,78.0632
home_to_work,O_00065,D_00214,118.67348490,24.86592010,118.67446360,24.88483345,4945.00,5716.57,commercial_office,,2093.02,66.2212
home_to_work,O_00065,D_00056,118.67348490,24.86592010,118.67136043,24.87699717,4945.00,4284.56,commercial_office,泉州市人民政府,1243.12,65.8875
home_to_work,O_00065,D_00115,118.67348490,24.86592010,118.68329907,24.88193913,4945.00,4977.88,industry,后渚港,2029.27,58.9026
home_to_work,O_00066,D_00662,118.67915548,24.87178124,118.67346315,24.87382905,4922.00,41918.35,commercial_office,,617.85,786.4296
home_to_work,O_00066,D_00108,118.67915548,24.87178124,118.66633520,24.87291497,4922.00,49778.48,education,泉州师范学院,1300.83,743.7486
home_to_work,O_00066,D_00113,118.67915548,24.87178124,118.65411906,24.87995061,4922.00,12051.56,education,泉州幼儿师范高等专科学校,2684.90,113.5177
home_to_work,O_00066,D_00114,118.67915548,24.87178124,118.65362735,24.87613105,4922.00,11347.32,healthcare,福建医科大学附属第二医院东海分院,2622.63,109.1260
home_to_work,O_00066,D_00185,118.67915548,24.87178124,118.67587649,24.87623149,4922.00,5273.13,education,福建省泉州第一中学（东海校区）,593.01,99.7518
home_to_work,O_00066,D_00214,118.67915548,24.87178124,118.67446360,24.88483345,4922.00,5716.57,commercial_office,,1518.61,79.4318
home_to_work,O_00066,D_00115,118.67915548,24.87178124,118.68329907,24.88193913,4922.00,4977.88,industry,后渚港,1198.30,76.9614
home_to_work,O_00066,D_00056,118.67915548,24.87178124,118.67136043,24.87699717,4922.00,4284.56,commercial_office,泉州市人民政府,975.80,71.3417
home_to_work,O_00066,D_00204,118.67915548,24.87178124,118.62414069,24.88434542,4922.00,20180.72,education,黎明职业大学,5726.90,68.9575
home_to_work,O_00066,D_00962,118.67915548,24.87178124,118.62939622,24.85424563,4922.00,17148.53,healthcare,,5386.65,65.6339
home_to_work,O_00067,D_00108,118.67644310,24.86185130,118.66633520,24.87291497,4965.00,49778.48,education,泉州师范学院,1593.07,803.7958
home_to_work,O_00067,D_00662,118.67644310,24.86185130,118.67346315,24.87382905,4965.00,41918.35,commercial_office,,1357.80,732.0961
home_to_work,O_00067,D_00114,118.67644310,24.86185130,118.65362735,24.87613105,4965.00,11347.32,healthcare,福建医科大学附属第二医院东海分院,2793.13,122.8208
home_to_work,O_00067,D_00113,118.67644310,24.86185130,118.65411906,24.87995061,4965.00,12051.56,education,泉州幼儿师范高等专科学校,3014.33,121.1712
home_to_work,O_00067,D_00962,118.67644310,24.86185130,118.62939622,24.85424563,4965.00,17148.53,healthcare,,4825.84,94.2629
home_to_work,O_00067,D_00185,118.67644310,24.86185130,118.67587649,24.87623149,4965.00,5273.13,education,福建省泉州第一中学（东海校区）,1590.62,85.2174
home_to_work,O_00067,D_00204,118.67644310,24.86185130,118.62414069,24.88434542,4965.00,20180.72,education,黎明职业大学,5838.21,79.1579
home_to_work,O_00067,D_00214,118.67644310,24.86185130,118.67446360,24.88483345,4965.00,5716.57,commercial_office,,2548.30,67.1362
home_to_work,O_00067,D_00056,118.67644310,24.86185130,118.67136043,24.87699717,4965.00,4284.56,commercial_office,泉州市人民政府,1751.15,65.6335
home_to_work,O_00067,D_00115,118.67644310,24.86185130,118.68329907,24.88193913,4965.00,4977.88,industry,后渚港,2325.96,62.9582
home_to_work,O_00068,D_00108,118.67585580,24.86195140,118.66633520,24.87291497,4788.00,49778.48,education,泉州师范学院,1547.04,777.7807
home_to_work,O_00068,D_00662,118.67585580,24.86195140,118.67346315,24.87382905,4788.00,41918.35,commercial_office,,1335.01,702.9350
home_to_work,O_00068,D_00114,118.67585580,24.86195140,118.65362735,24.87613105,4788.00,11347.32,healthcare,福建医科大学附属第二医院东海分院,2738.05,119.2048
home_to_work,O_00068,D_00113,118.67585580,24.86195140,118.65411906,24.87995061,4788.00,12051.56,education,泉州幼儿师范高等专科学校,2962.78,117.4654
home_to_work,O_00068,D_00962,118.67585580,24.86195140,118.62939622,24.85424563,4788.00,17148.53,healthcare,,4769.39,91.5292
home_to_work,O_00068,D_00185,118.67585580,24.86195140,118.67587649,24.87623149,4788.00,5273.13,education,福建省泉州第一中学（东海校区）,1578.52,81.5318
home_to_work,O_00068,D_00204,118.67585580,24.86195140,118.62414069,24.88434542,4788.00,20180.72,education,黎明职业大学,5779.85,76.9114
home_to_work,O_00068,D_00214,118.67585580,24.86195140,118.67446360,24.88483345,4788.00,5716.57,commercial_office,,2533.29,64.2951
home_to_work,O_00068,D_00056,118.67585580,24.86195140,118.67136043,24.87699717,4788.00,4284.56,commercial_office,泉州市人民政府,1724.02,63.1106
home_to_work,O_00068,D_00115,118.67585580,24.86195140,118.68329907,24.88193913,4788.00,4977.88,industry,后渚港,2333.83,59.8359
home_to_work,O_00069,D_00662,118.67874938,24.87091954,118.67346315,24.87382905,4920.00,41918.35,commercial_office,,623.27,784.3341
home_to_work,O_00069,D_00108,118.67874938,24.87091954,118.66633520,24.87291497,4920.00,49778.48,education,泉州师范学院,1273.03,750.0269
home_to_work,O_00069,D_00113,118.67874938,24.87091954,118.65411906,24.87995061,4920.00,12051.56,education,泉州幼儿师范高等专科学校,2680.32,113.5931
home_to_work,O_00069,D_00114,118.67874938,24.87091954,118.65362735,24.87613105,4920.00,11347.32,healthcare,福建医科大学附属第二医院东海分院,2601.75,109.7934
home_to_work,O_00069,D_00185,118.67874938,24.87091954,118.67587649,24.87623149,4920.00,5273.13,education,福建省泉州第一中学（东海校区）,654.96,97.6290
home_to_work,O_00069,D_00214,118.67874938,24.87091954,118.67446360,24.88483345,4920.00,5716.57,commercial_office,,1597.78,77.2961
home_to_work,O_00069,D_00115,118.67874938,24.87091954,118.68329907,24.88193913,4920.00,4977.88,industry,后渚港,1301.88,74.2852
home_to_work,O_00069,D_00056,118.67874938,24.87091954,118.67136043,24.87699717,4920.00,4284.56,commercial_office,泉州市人民政府,1004.10,70.6110
home_to_work,O_00069,D_00204,118.67874938,24.87091954,118.62414069,24.88434542,4920.00,20180.72,education,黎明职业大学,5711.15,69.2608
home_to_work,O_00069,D_00962,118.67874938,24.87091954,118.62939622,24.85424563,4920.00,17148.53,healthcare,,5314.64,67.1705
home_to_work,O_00070,D_00108,118.67497452,24.86545380,118.66633520,24.87291497,4815.00,49778.48,education,泉州师范学院,1200.65,782.8587
home_to_work,O_00070,D_00662,118.67497452,24.86545380,118.67346315,24.87382905,4815.00,41918.35,commercial_office,,938.30,719.4912
home_to_work,O_00070,D_00114,118.67497452,24.86545380,118.65362735,24.87613105,4815.00,11347.32,healthcare,福建医科大学附属第二医院东海分院,2457.90,117.3627
home_to_work,O_00070,D_00113,118.67497452,24.86545380,118.65411906,24.87995061,4815.00,12051.56,education,泉州幼儿师范高等专科学校,2646.58,117.0485
home_to_work,O_00070,D_00185,118.67497452,24.86545380,118.67587649,24.87623149,4815.00,5273.13,education,福建省泉州第一中学（东海校区）,1194.84,83.0905
home_to_work,O_00070,D_00962,118.67497452,24.86545380,118.62939622,24.85424563,4815.00,17148.53,healthcare,,4767.44,82.1342
home_to_work,O_00070,D_00204,118.67497452,24.86545380,118.62414069,24.88434542,4815.00,20180.72,education,黎明职业大学,5542.32,74.6549
home_to_work,O_00070,D_00214,118.67497452,24.86545380,118.67446360,24.88483345,4815.00,5716.57,commercial_office,,2142.85,65.6721
home_to_work,O_00070,D_00056,118.67497452,24.86545380,118.67136043,24.87699717,4815.00,4284.56,commercial_office,泉州市人民政府,1327.18,64.5997
home_to_work,O_00070,D_00115,118.67497452,24.86545380,118.68329907,24.88193913,4815.00,4977.88,industry,后渚港,2006.88,59.8375
home_to_work,O_00071,D_00108,118.67483298,24.86468975,118.66633520,24.87291497,4849.00,49778.48,education,泉州师范学院,1250.31,790.6876
home_to_work,O_00071,D_00662,118.67483298,24.86468975,118.67346315,24.87382905,4849.00,41918.35,commercial_office,,1019.69,719.0410
home_to_work,O_00071,D_00114,118.67483298,24.86468975,118.65362735,24.87613105,4849.00,11347.32,healthcare,福建医科大学附属第二医院东海分院,2487.24,119.3419
home_to_work,O_00071,D_00113,118.67483298,24.86468975,118.65411906,24.87995061,4849.00,12051.56,education,泉州幼儿师范高等专科学校,2687.42,118.5671
home_to_work,O_00071,D_00962,118.67483298,24.86468975,118.62939622,24.85424563,4849.00,17148.53,healthcare,,4732.34,85.3327
home_to_work,O_00071,D_00185,118.67483298,24.86468975,118.67587649,24.87623149,4849.00,5273.13,education,福建省泉州第一中学（东海校区）,1280.17,82.9295
home_to_work,O_00071,D_00204,118.67483298,24.86468975,118.62414069,24.88434542,4849.00,20180.72,education,黎明职业大学,5561.54,76.1703
home_to_work,O_00071,D_00214,118.67483298,24.86468975,118.67446360,24.88483345,4849.00,5716.57,commercial_office,,2227.00,65.5706
home_to_work,O_00071,D_00056,118.67483298,24.86468975,118.67136043,24.87699717,4849.00,4284.56,commercial_office,泉州市人民政府,1404.94,64.6374
home_to_work,O_00071,D_00115,118.67483298,24.86468975,118.68329907,24.88193913,4849.00,4977.88,industry,后渚港,2089.68,59.7719
home_to_work,O_00072,D_00108,118.67377570,24.86543150,118.66633520,24.87291497,4827.00,49778.48,education,泉州师范学院,1117.59,793.2542
home_to_work,O_00072,D_00662,118.67377570,24.86543150,118.67346315,24.87382905,4827.00,41918.35,commercial_office,,928.80,711.3851
home_to_work,O_00072,D_00114,118.67377570,24.86543150,118.65362735,24.87613105,4827.00,11347.32,healthcare,福建医科大学附属第二医院东海分院,2353.65,119.7638
home_to_work,O_00072,D_00113,118.67377570,24.86543150,118.65411906,24.87995061,4827.00,12051.56,education,泉州幼儿师范高等专科学校,2552.82,119.0262
home_to_work,O_00072,D_00962,118.67377570,24.86543150,118.62939622,24.85424563,4827.00,17148.53,healthcare,,4649.96,84.1850
home_to_work,O_00072,D_00185,118.67377570,24.86543150,118.67587649,24.87623149,4827.00,5273.13,education,福建省泉州第一中学（东海校区）,1212.54,81.4131
home_to_work,O_00072,D_00204,118.67377570,24.86543150,118.62414069,24.88434542,4827.00,20180.72,education,黎明职业大学,5431.31,76.3542
home_to_work,O_00072,D_00214,118.67377570,24.86543150,118.67446360,24.88483345,4827.00,5716.57,commercial_office,,2145.82,64.6629
home_to_work,O_00072,D_00056,118.67377570,24.86543150,118.67136043,24.87699717,4827.00,4284.56,commercial_office,泉州市人民政府,1301.53,64.2167
home_to_work,O_00072,D_00115,118.67377570,24.86543150,118.68329907,24.88193913,4827.00,4977.88,industry,后渚港,2062.71,57.8888
home_to_work,O_00073,D_00108,118.67406718,24.86498135,118.66633520,24.87291497,4824.00,49778.48,education,泉州师范学院,1174.27,791.2569
home_to_work,O_00073,D_00662,118.67406718,24.86498135,118.67346315,24.87382905,4824.00,41918.35,commercial_office,,979.92,710.9105
home_to_work,O_00073,D_00114,118.67406718,24.86498135,118.65362735,24.87613105,4824.00,11347.32,healthcare,福建医科大学附属第二医院东海分院,2404.28,119.7038
home_to_work,O_00073,D_00113,118.67406718,24.86498135,118.65411906,24.87995061,4824.00,12051.56,education,泉州幼儿师范高等专科学校,2607.08,118.8226
home_to_work,O_00073,D_00962,118.67406718,24.86498135,118.62939622,24.85424563,4824.00,17148.53,healthcare,,4665.45,85.1341
home_to_work,O_00073,D_00185,118.67406718,24.86498135,118.67587649,24.87623149,4824.00,5273.13,education,福建省泉州第一中学（东海校区）,1256.94,81.5411
home_to_work,O_00073,D_00204,118.67406718,24.86498135,118.62414069,24.88434542,4824.00,20180.72,education,黎明职业大学,5477.75,76.4224
home_to_work,O_00073,D_00214,118.67406718,24.86498135,118.67446360,24.88483345,4824.00,5716.57,commercial_office,,2194.82,64.6656
home_to_work,O_00073,D_00056,118.67406718,24.86498135,118.67136043,24.87699717,4824.00,4284.56,commercial_office,泉州市人民政府,1356.07,64.1009
home_to_work,O_00073,D_00115,118.67406718,24.86498135,118.68329907,24.88193913,4824.00,4977.88,industry,后渚港,2093.59,58.2420
home_to_work,O_00074,D_00662,118.67966148,24.87084254,118.67346315,24.87382905,4850.00,41918.35,commercial_office,,707.71,772.2417
home_to_work,O_00074,D_00108,118.67966148,24.87084254,118.66633520,24.87291497,4850.00,49778.48,education,泉州师范学院,1365.25,736.5516
home_to_work,O_00074,D_00113,118.67966148,24.87084254,118.65411906,24.87995061,4850.00,12051.56,education,泉州幼儿师范高等专科学校,2769.10,111.6801
home_to_work,O_00074,D_00114,118.67966148,24.87084254,118.65362735,24.87613105,4850.00,11347.32,healthcare,福建医科大学附属第二医院东海分院,2693.49,107.8380
home_to_work,O_00074,D_00185,118.67966148,24.87084254,118.67587649,24.87623149,4850.00,5273.13,education,福建省泉州第一中学（东海校区）,707.80,97.1417
home_to_work,O_00074,D_00214,118.67966148,24.87084254,118.67446360,24.88483345,4850.00,5716.57,commercial_office,,1633.21,77.3580
home_to_work,O_00074,D_00115,118.67966148,24.87084254,118.68329907,24.88193913,4850.00,4977.88,industry,后渚港,1280.45,75.7673
home_to_work,O_00074,D_00056,118.67966148,24.87084254,118.67136043,24.87699717,4850.00,4284.56,commercial_office,泉州市人民政府,1079.67,69.7283
home_to_work,O_00074,D_00204,118.67966148,24.87084254,118.62414069,24.88434542,4850.00,20180.72,education,黎明职业大学,5802.34,68.0399
home_to_work,O_00074,D_00962,118.67966148,24.87084254,118.62939622,24.85424563,4850.00,17148.53,healthcare,,5398.25,66.1534
home_to_work,O_00075,D_00108,118.67659065,24.86236615,118.66633520,24.87291497,4853.00,49778.48,education,泉州师范学院,1559.67,784.5097
home_to_work,O_00075,D_00662,118.67659065,24.86236615,118.67346315,24.87382905,4853.00,41918.35,commercial_office,,1305.89,718.9514
home_to_work,O_00075,D_00114,118.67659065,24.86236615,118.65362735,24.87613105,4853.00,11347.32,healthcare,福建医科大学附属第二医院东海分院,2773.81,119.3123
home_to_work,O_00075,D_00113,118.67659065,24.86236615,118.65411906,24.87995061,4853.00,12051.56,education,泉州幼儿师范高等专科学校,2988.16,117.9790
home_to_work,O_00075,D_00962,118.67659065,24.86236615,118.62939622,24.85424563,4853.00,17148.53,healthcare,,4850.71,90.2312
home_to_work,O_00075,D_00185,118.67659065,24.86236615,118.67587649,24.87623149,4853.00,5273.13,education,福建省泉州第一中学（东海校区）,1534.37,83.8084
home_to_work,O_00075,D_00204,118.67659065,24.86236615,118.62414069,24.88434542,4853.00,20180.72,education,黎明职业大学,5827.73,76.6704
home_to_work,O_00075,D_00214,118.67659065,24.86236615,118.67446360,24.88483345,4853.00,5716.57,commercial_office,,2492.81,66.0095
home_to_work,O_00075,D_00056,118.67659065,24.86236615,118.67136043,24.87699717,4853.00,4284.56,commercial_office,泉州市人民政府,1701.39,64.4089
home_to_work,O_00075,D_00115,118.67659065,24.86236615,118.68329907,24.88193913,4853.00,4977.88,industry,后渚港,2267.20,61.9692
home_to_work,O_00076,D_00108,118.67599372,24.86333117,118.66633520,24.87291497,4816.00,49778.48,education,泉州师范学院,1440.10,780.4232
home_to_work,O_00076,D_00662,118.67599372,24.86333117,118.67346315,24.87382905,4816.00,41918.35,commercial_office,,1188.25,714.7477
home_to_work,O_00076,D_00114,118.67599372,24.86333117,118.65362735,24.87613105,4816.00,11347.32,healthcare,福建医科大学附属第二医院东海分院,2665.47,118.2476
home_to_work,O_00076,D_00113,118.67599372,24.86333117,118.65411906,24.87995061,4816.00,12051.56,education,泉州幼儿师范高等专科学校,2873.28,117.1814
home_to_work,O_00076,D_00962,118.67599372,24.86333117,118.62939622,24.85424563,4816.00,17148.53,healthcare,,4812.58,87.3574
home_to_work,O_00076,D_00185,118.67599372,24.86333117,118.67587649,24.87623149,4816.00,5273.13,education,福建省泉州第一中学（东海校区）,1426.05,83.0600
home_to_work,O_00076,D_00204,118.67599372,24.86333117,118.62414069,24.88434542,4816.00,20180.72,education,黎明职业大学,5728.89,75.7459
home_to_work,O_00076,D_00214,118.67599372,24.86333117,118.67446360,24.88483345,4816.00,5716.57,commercial_office,,2381.88,65.4769
home_to_work,O_00076,D_00056,118.67599372,24.86333117,118.67136043,24.87699717,4816.00,4284.56,commercial_office,泉州市人民政府,1581.46,64.0813
home_to_work,O_00076,D_00115,118.67599372,24.86333117,118.68329907,24.88193913,4816.00,4977.88,industry,后渚港,2185.24,60.8784
home_to_work,O_00077,D_00108,118.67591733,24.86265267,118.66633520,24.87291497,4790.00,49778.48,education,泉州师范学院,1491.12,777.3202
home_to_work,O_00077,D_00662,118.67591733,24.86265267,118.67346315,24.87382905,4790.00,41918.35,commercial_office,,1260.06,706.9894
home_to_work,O_00077,D_00114,118.67591733,24.86265267,118.65362735,24.87613105,4790.00,11347.32,healthcare,福建医科大学附属第二医院东海分院,2699.59,118.4425
home_to_work,O_00077,D_00113,118.67591733,24.86265267,118.65411906,24.87995061,4790.00,12051.56,education,泉州幼儿师范高等专科学校,2915.97,117.0397
home_to_work,O_00077,D_00962,118.67591733,24.86265267,118.62939622,24.85424563,4790.00,17148.53,healthcare,,4789.93,89.1732
home_to_work,O_00077,D_00185,118.67591733,24.86265267,118.67587649,24.87623149,4790.00,5273.13,education,福建省泉州第一中学（东海校区）,1501.01,82.0722
home_to_work,O_00077,D_00204,118.67591733,24.86265267,118.62414069,24.88434542,4790.00,20180.72,education,黎明职业大学,5752.71,76.1319
home_to_work,O_00077,D_00214,118.67591733,24.86265267,118.67446360,24.88483345,4790.00,5716.57,commercial_office,,2456.25,64.7108
home_to_work,O_00077,D_00056,118.67591733,24.86265267,118.67136043,24.87699717,4790.00,4284.56,commercial_office,泉州市人民政府,1651.08,63.4319
home_to_work,O_00077,D_00115,118.67591733,24.86265267,118.68329907,24.88193913,4790.00,4977.88,industry,后渚港,2258.52,60.1882
home_to_work,O_00078,D_00108,118.67461613,24.86603720,118.66633520,24.87291497,4834.00,49778.48,education,泉州师范学院,1130.26,787.1712
home_to_work,O_00078,D_00662,118.67461613,24.86603720,118.67346315,24.87382905,4834.00,41918.35,commercial_office,,869.15,723.1557
home_to_work,O_00078,D_00114,118.67461613,24.86603720,118.65362735,24.87613105,4834.00,11347.32,healthcare,福建医科大学附属第二医院东海分院,2395.50,117.6953
home_to_work,O_00078,D_00113,118.67461613,24.86603720,118.65411906,24.87995061,4834.00,12051.56,education,泉州幼儿师范高等专科学校,2578.89,117.5873
home_to_work,O_00078,D_00185,118.67461613,24.86603720,118.67587649,24.87623149,4834.00,5273.13,education,福建省泉州第一中学（东海校区）,1134.04,83.2815
home_to_work,O_00078,D_00962,118.67461613,24.86603720,118.62939622,24.85424563,4834.00,17148.53,healthcare,,4749.77,81.1478
home_to_work,O_00078,D_00204,118.67461613,24.86603720,118.62414069,24.88434542,4834.00,20180.72,education,黎明职业大学,5484.67,74.7478
home_to_work,O_00078,D_00214,118.67461613,24.86603720,118.67446360,24.88483345,4834.00,5716.57,commercial_office,,2077.79,65.9164
home_to_work,O_00078,D_00056,118.67461613,24.86603720,118.67136043,24.87699717,4834.00,4284.56,commercial_office,泉州市人民政府,1255.34,64.9869
home_to_work,O_00078,D_00115,118.67461613,24.86603720,118.68329907,24.88193913,4834.00,4977.88,industry,后渚港,1964.40,59.6100
home_to_work,O_00079,D_00662,118.67915428,24.87059534,118.67346315,24.87382905,4915.00,41918.35,commercial_office,,676.86,782.1820
home_to_work,O_00079,D_00108,118.67915428,24.87059534,118.66633520,24.87291497,4915.00,49778.48,education,泉州师范学院,1319.81,749.6668
home_to_work,O_00079,D_00113,118.67915428,24.87059534,118.65411906,24.87995061,4915.00,12051.56,education,泉州幼儿师范高等专科学校,2731.68,113.3657
home_to_work,O_00079,D_00114,118.67915428,24.87059534,118.65362735,24.87613105,4915.00,11347.32,healthcare,福建医科大学附属第二医院东海分院,2649.69,109.6985
home_to_work,O_00079,D_00185,118.67915428,24.87059534,118.67587649,24.87623149,4915.00,5273.13,education,福建省泉州第一中学（东海校区）,705.51,97.4597
home_to_work,O_00079,D_00214,118.67915428,24.87059534,118.67446360,24.88483345,4915.00,5716.57,commercial_office,,1643.62,77.2833
home_to_work,O_00079,D_00115,118.67915428,24.87059534,118.68329907,24.88193913,4915.00,4977.88,industry,后渚港,1321.96,74.9135
home_to_work,O_00079,D_00056,118.67915428,24.87059534,118.67136043,24.87699717,4915.00,4284.56,commercial_office,泉州市人民政府,1058.47,70.3990
home_to_work,O_00079,D_00204,118.67915428,24.87059534,118.62414069,24.88434542,4915.00,20180.72,education,黎明职业大学,5760.01,69.1798
home_to_work,O_00079,D_00962,118.67915428,24.87059534,118.62939622,24.85424563,4915.00,17148.53,healthcare,,5340.79,67.6017
home_to_work,O_00080,D_00662,118.67951798,24.87135454,118.67346315,24.87382905,4907.00,41918.35,commercial_office,,669.89,782.7011
home_to_work,O_00080,D_00108,118.67951798,24.87135454,118.66633520,24.87291497,4907.00,49778.48,education,泉州师范学院,1342.52,742.7809
home_to_work,O_00080,D_00113,118.67951798,24.87135454,118.65411906,24.87995061,4907.00,12051.56,education,泉州幼儿师范高等专科学校,2735.43,113.0363
home_to_work,O_00080,D_00114,118.67951798,24.87135454,118.65362735,24.87613105,4907.00,11347.32,healthcare,福建医科大学附属第二医院东海分院,2667.56,108.8661
home_to_work,O_00080,D_00185,118.67951798,24.87135454,118.67587649,24.87623149,4907.00,5273.13,education,福建省泉州第一中学（东海校区）,652.59,99.0295
home_to_work,O_00080,D_00214,118.67951798,24.87135454,118.67446360,24.88483345,4907.00,5716.57,commercial_office,,1574.97,78.9413
home_to_work,O_00080,D_00115,118.67951798,24.87135454,118.68329907,24.88193913,4907.00,4977.88,industry,后渚港,1230.76,77.0980
home_to_work,O_00080,D_00056,118.67951798,24.87135454,118.67136043,24.87699717,4907.00,4284.56,commercial_office,泉州市人民政府,1033.34,70.8735
home_to_work,O_00080,D_00204,118.67951798,24.87135454,118.62414069,24.88434542,4907.00,20180.72,education,黎明职业大学,5773.99,68.7441
home_to_work,O_00080,D_00962,118.67951798,24.87135454,118.62939622,24.85424563,4907.00,17148.53,healthcare,,5404.15,66.0792
home_to_work,O_00081,D_00108,118.67531933,24.86297258,118.66633520,24.87291497,4881.00,49778.48,education,泉州师范学院,1425.21,794.9317
home_to_work,O_00081,D_00662,118.67531933,24.86297258,118.67346315,24.87382905,4881.00,41918.35,commercial_office,,1214.63,718.0863
home_to_work,O_00081,D_00114,118.67531933,24.86297258,118.65362735,24.87613105,4881.00,11347.32,healthcare,福建医科大学附属第二医院东海分院,2629.71,121.2862
home_to_work,O_00081,D_00113,118.67531933,24.86297258,118.65411906,24.87995061,4881.00,12051.56,education,泉州幼儿师范高等专科学校,2847.22,119.8049
home_to_work,O_00081,D_00962,118.67531933,24.86297258,118.62939622,24.85424563,4881.00,17148.53,healthcare,,4737.76,90.7767
home_to_work,O_00081,D_00185,118.67531933,24.86297258,118.67587649,24.87623149,4881.00,5273.13,education,福建省泉州第一中学（东海校区）,1466.72,83.0514
