keep_edge_quantile,max_selected_edges,min_selected_stations,max_node_degree,leaf_prune_rounds,protected_top_stations,weak_leaf_conductance_quantile,selected_stations,selected_edges,covered_value,total_length_km,max_edge_km,branch_nodes,leaf_nodes,components,max_turn_deg,mean_conductance,horizontal_edges,vertical_edges,diagonal_edges,vertical_edge_share,horizontal_edge_share,metro_like_score,balanced_score,coverage_score,grid_score
0.58,28,34,2,0,22,0.3,26,25,6509501.47,49.17652416695763,3.3976493114369943,3,5,1,133.70445953224188,2.183040023002791,9,2,14,0.08,0.36,95.5879468873761,-67.84099502950885,291.49643907142854,204.3966764666667
