method,selected_stations,selected_edges,selected_required,length_km,pair_reward,construction_cost,turn_penalty,endpoint_count,endpoint_penalty,max_turn_deg,penalized_turns,connectivity_score,objective_score,objective_reward,reward_per_km,station_ids
greedy_value_tree,38,37,0,74.183,4984586635.211354,1483662864.506570,298815073.684542,10,1000000000.000000,141.074,13,3202108697.020242,2202108697.020242,2202108697.020242,29684758.575562,"S001,S002,S003,S004,S005,S006,S007,S008,S009,S010,S011,S012,S013,S014,S015,S016,S017,S018,S019,S020,S021,S022,S023,S024,S025,S026,S027,S028,S029,S031,S032,S033,S035,S037,S038,S040,S042,S048"
