keep_edge_quantile,max_selected_edges,min_selected_stations,max_node_degree,leaf_prune_rounds,protected_top_stations,weak_leaf_conductance_quantile,selected_stations,selected_edges,covered_value,total_length_km,max_edge_km,branch_nodes,leaf_nodes,components,max_turn_deg,mean_conductance,horizontal_edges,vertical_edges,diagonal_edges,vertical_edge_share,horizontal_edge_share,metro_like_score,balanced_score,coverage_score,grid_score
0.78,40,28,2,1,22,0.45,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,28,2,1,22,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,28,2,2,18,0.3,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,28,2,2,18,0.45,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,28,2,2,18,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,28,2,2,22,0.3,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,28,2,2,22,0.45,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,28,2,2,22,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,34,2,0,14,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,34,2,0,18,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,34,2,0,22,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,34,2,1,14,0.3,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,34,2,1,14,0.45,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,34,2,1,14,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,34,2,1,18,0.3,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,34,2,1,18,0.45,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,34,2,1,18,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,34,2,1,22,0.3,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,34,2,1,22,0.45,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,34,2,1,22,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,34,2,2,18,0.3,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,34,2,2,18,0.45,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,34,2,2,18,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,34,2,2,22,0.3,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,34,2,2,22,0.45,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,34,2,2,22,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,40,2,0,14,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,40,2,0,18,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,40,2,0,22,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,40,2,1,14,0.3,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,40,2,1,14,0.45,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,40,2,1,14,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,40,2,1,18,0.3,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,40,2,1,18,0.45,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,40,2,1,18,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,40,2,1,22,0.3,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,40,2,1,22,0.45,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,40,2,1,22,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,40,2,2,18,0.3,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,40,2,2,18,0.45,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,40,2,2,18,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,40,2,2,22,0.3,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,40,2,2,22,0.45,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,40,40,2,2,22,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,28,2,0,14,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,28,2,0,18,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,28,2,0,22,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,28,2,1,14,0.3,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,28,2,1,14,0.45,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,28,2,1,14,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,28,2,1,18,0.3,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,28,2,1,18,0.45,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,28,2,1,18,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,28,2,1,22,0.3,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,28,2,1,22,0.45,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,28,2,1,22,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,28,2,2,18,0.3,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,28,2,2,18,0.45,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,28,2,2,18,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,28,2,2,22,0.3,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,28,2,2,22,0.45,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,28,2,2,22,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,34,2,0,14,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,34,2,0,18,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,34,2,0,22,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,34,2,1,14,0.3,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,34,2,1,14,0.45,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,34,2,1,14,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,34,2,1,18,0.3,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,34,2,1,18,0.45,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,34,2,1,18,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,34,2,1,22,0.3,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,34,2,1,22,0.45,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,34,2,1,22,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,34,2,2,18,0.3,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,34,2,2,18,0.45,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,34,2,2,18,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,34,2,2,22,0.3,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,34,2,2,22,0.45,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,34,2,2,22,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,40,2,0,14,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,40,2,0,18,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,40,2,0,22,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,40,2,1,14,0.3,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,40,2,1,14,0.45,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,40,2,1,14,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,40,2,1,18,0.3,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,40,2,1,18,0.45,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,40,2,1,18,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,40,2,1,22,0.3,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,40,2,1,22,0.45,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,40,2,1,22,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,40,2,2,18,0.3,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,40,2,2,18,0.45,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,40,2,2,18,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,40,2,2,22,0.3,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,40,2,2,22,0.45,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.78,46,40,2,2,22,0.6,20,19,5886000.31,38.35412642941833,3.3976493114369943,1,3,1,133.70445953224188,2.607338516064337,8,2,9,0.10526315789473684,0.42105263157894735,122.39210388737611,-64.82900430950885,253.04285935714285,227.24000206666665
0.58,28,28,2,0,22,0.3,24,23,6351911.47,45.579009300454146,3.3976493114369943,2,4,1,133.70445953224188,2.3116281019955873,9,2,12,0.08695652173913043,0.391304347826087,118.2746968873761,-57.101715029508846,285.3707962142857,225.34607646666666
0.58,34,28,2,0,22,0.3,24,23,6351911.47,45.579009300454146,3.3976493114369943,2,4,1,133.70445953224188,2.3116281019955873,9,2,12,0.08695652173913043,0.391304347826087,118.2746968873761,-57.101715029508846,285.3707962142857,225.34607646666666
0.58,40,28,2,0,22,0.3,24,23,6351911.47,45.579009300454146,3.3976493114369943,2,4,1,133.70445953224188,2.3116281019955873,9,2,12,0.08695652173913043,0.391304347826087,118.2746968873761,-57.101715029508846,285.3707962142857,225.34607646666666
0.58,46,28,2,0,22,0.3,24,23,6351911.47,45.579009300454146,3.3976493114369943,2,4,1,133.70445953224188,2.3116281019955873,9,2,12,0.08695652173913043,0.391304347826087,118.2746968873761,-57.101715029508846,285.3707962142857,225.34607646666666
0.63,28,28,2,0,22,0.3,24,23,6351911.47,45.579009300454146,3.3976493114369943,2,4,1,133.70445953224188,2.3116281019955873,9,2,12,0.08695652173913043,0.391304347826087,118.2746968873761,-57.101715029508846,285.3707962142857,225.34607646666666
0.63,28,34,2,0,22,0.3,24,23,6351911.47,45.579009300454146,3.3976493114369943,2,4,1,133.70445953224188,2.3116281019955873,9,2,12,0.08695652173913043,0.391304347826087,118.2746968873761,-57.101715029508846,285.3707962142857,225.34607646666666
0.63,28,40,2,0,22,0.3,24,23,6351911.47,45.579009300454146,3.3976493114369943,2,4,1,133.70445953224188,2.3116281019955873,9,2,12,0.08695652173913043,0.391304347826087,118.2746968873761,-57.101715029508846,285.3707962142857,225.34607646666666
0.63,34,28,2,0,22,0.3,24,23,6351911.47,45.579009300454146,3.3976493114369943,2,4,1,133.70445953224188,2.3116281019955873,9,2,12,0.08695652173913043,0.391304347826087,118.2746968873761,-57.101715029508846,285.3707962142857,225.34607646666666
0.63,34,34,2,0,22,0.3,24,23,6351911.47,45.579009300454146,3.3976493114369943,2,4,1,133.70445953224188,2.3116281019955873,9,2,12,0.08695652173913043,0.391304347826087,118.2746968873761,-57.101715029508846,285.3707962142857,225.34607646666666
0.63,34,40,2,0,22,0.3,24,23,6351911.47,45.579009300454146,3.3976493114369943,2,4,1,133.70445953224188,2.3116281019955873,9,2,12,0.08695652173913043,0.391304347826087,118.2746968873761,-57.101715029508846,285.3707962142857,225.34607646666666
0.63,40,28,2,0,22,0.3,24,23,6351911.47,45.579009300454146,3.3976493114369943,2,4,1,133.70445953224188,2.3116281019955873,9,2,12,0.08695652173913043,0.391304347826087,118.2746968873761,-57.101715029508846,285.3707962142857,225.34607646666666
0.63,40,34,2,0,22,0.3,24,23,6351911.47,45.579009300454146,3.3976493114369943,2,4,1,133.70445953224188,2.3116281019955873,9,2,12,0.08695652173913043,0.391304347826087,118.2746968873761,-57.101715029508846,285.3707962142857,225.34607646666666
0.63,40,40,2,0,22,0.3,24,23,6351911.47,45.579009300454146,3.3976493114369943,2,4,1,133.70445953224188,2.3116281019955873,9,2,12,0.08695652173913043,0.391304347826087,118.2746968873761,-57.101715029508846,285.3707962142857,225.34607646666666
