selected_stations,selected_edges,covered_value,total_length_km,max_edge_km,branch_nodes,leaf_nodes,components,max_turn_deg,mean_conductance,horizontal_edges,vertical_edges,diagonal_edges,vertical_edge_share,horizontal_edge_share,candidate_edges,k_nearest,od_pair_count,iterations,conductance_decay,flow_reinforcement,keep_edge_quantile,max_selected_edges,min_selected_stations,max_node_degree,leaf_prune_rounds,protected_top_stations,weak_leaf_conductance_quantile
26,25,6509501.47,49.17652416695763,3.3976493114369943,3,5,1,133.70445953224188,2.183040023002791,9,2,14,0.08,0.36,223,7,18,180,0.08,0.42,0.58,28,34,2,0,22,0.3
