cutoff_m,construction_weight_per_m,turn_penalty_weight,manual_score,greedy_score,manual_minus_greedy,manual_pair_reward,greedy_pair_reward,manual_length_km,greedy_length_km,manual_turn_excess_squared,greedy_turn_excess_squared,manual_endpoint_count,greedy_endpoint_count,objective,spacing_violation_count,spacing_violations
8000,100000,500000000,3238256731869.673340,4607232190280.132812,-1368975458410.459473,3244606959193.901367,4623358954449.280273,63.304047,101.266841,0.039645235,12.000160066,6,22,"sum v_i*v_j*max(0,1-D_ij/cutoff_m) - construction_weight_per_m*length_m - turn_penalty_weight*turn_excess_squared",0,
