line_count,horizontal_lines,vertical_lines,diagonal_lines,selected_stations,selected_edges,covered_value,total_length_km,transfer_nodes,branch_nodes,mean_directness,max_edge_km,max_turn_deg,candidate_lines_generated
6,2,2,2,46,50,9305952.77,99.9968681831405,10,0,0.767524541217139,3.4876044791780036,96.5645737701531,1447
